index,char,char_name,font_file,font_size,background_color,file_name
4,4,4,Andada-Regular.otf,24,10,./chars/105_Andada-Regular.otf_fs_24_bc_10.4.png
4,4,4,Andada-Regular.otf,24,20,./chars/106_Andada-Regular.otf_fs_24_bc_20.4.png
4,4,4,Andada-Regular.otf,24,30,./chars/107_Andada-Regular.otf_fs_24_bc_30.4.png
4,4,4,Andada-Regular.otf,24,135,./chars/108_Andada-Regular.otf_fs_24_bc_135.4.png
4,4,4,Andada-Regular.otf,24,145,./chars/109_Andada-Regular.otf_fs_24_bc_145.4.png
4,4,4,Andada-Regular.otf,24,155,./chars/110_Andada-Regular.otf_fs_24_bc_155.4.png
5,5,5,Andada-Regular.otf,18,215,./chars/111_Andada-Regular.otf_fs_18_bc_215.5.png
5,5,5,Andada-Regular.otf,18,225,./chars/112_Andada-Regular.otf_fs_18_bc_225.5.png
5,5,5,Andada-Regular.otf,18,235,./chars/113_Andada-Regular.otf_fs_18_bc_235.5.png
5,5,5,Andada-Regular.otf,18,245,./chars/114_Andada-Regular.otf_fs_18_bc_245.5.png
5,5,5,Andada-Regular.otf,18,0,./chars/115_Andada-Regular.otf_fs_18_bc_0.5.png
5,5,5,Andada-Regular.otf,18,10,./chars/116_Andada-Regular.otf_fs_18_bc_10.5.png
5,5,5,Andada-Regular.otf,18,20,./chars/117_Andada-Regular.otf_fs_18_bc_20.5.png
5,5,5,Andada-Regular.otf,18,30,./chars/118_Andada-Regular.otf_fs_18_bc_30.5.png
5,5,5,Andada-Regular.otf,18,135,./chars/119_Andada-Regular.otf_fs_18_bc_135.5.png
5,5,5,Andada-Regular.otf,18,145,./chars/120_Andada-Regular.otf_fs_18_bc_145.5.png
5,5,5,Andada-Regular.otf,18,155,./chars/121_Andada-Regular.otf_fs_18_bc_155.5.png
5,5,5,Andada-Regular.otf,24,215,./chars/122_Andada-Regular.otf_fs_24_bc_215.5.png
5,5,5,Andada-Regular.otf,24,225,./chars/123_Andada-Regular.otf_fs_24_bc_225.5.png
5,5,5,Andada-Regular.otf,24,235,./chars/124_Andada-Regular.otf_fs_24_bc_235.5.png
5,5,5,Andada-Regular.otf,24,245,./chars/125_Andada-Regular.otf_fs_24_bc_245.5.png
5,5,5,Andada-Regular.otf,24,0,./chars/126_Andada-Regular.otf_fs_24_bc_0.5.png
5,5,5,Andada-Regular.otf,24,10,./chars/127_Andada-Regular.otf_fs_24_bc_10.5.png
5,5,5,Andada-Regular.otf,24,20,./chars/128_Andada-Regular.otf_fs_24_bc_20.5.png
5,5,5,Andada-Regular.otf,24,30,./chars/129_Andada-Regular.otf_fs_24_bc_30.5.png
5,5,5,Andada-Regular.otf,24,135,./chars/130_Andada-Regular.otf_fs_24_bc_135.5.png
5,5,5,Andada-Regular.otf,24,145,./chars/131_Andada-Regular.otf_fs_24_bc_145.5.png
5,5,5,Andada-Regular.otf,24,155,./chars/132_Andada-Regular.otf_fs_24_bc_155.5.png
6,6,6,Andada-Regular.otf,18,215,./chars/133_Andada-Regular.otf_fs_18_bc_215.6.png
6,6,6,Andada-Regular.otf,18,225,./chars/134_Andada-Regular.otf_fs_18_bc_225.6.png
6,6,6,Andada-Regular.otf,18,235,./chars/135_Andada-Regular.otf_fs_18_bc_235.6.png
6,6,6,Andada-Regular.otf,18,245,./chars/136_Andada-Regular.otf_fs_18_bc_245.6.png
6,6,6,Andada-Regular.otf,18,0,./chars/137_Andada-Regular.otf_fs_18_bc_0.6.png
6,6,6,Andada-Regular.otf,18,10,./chars/138_Andada-Regular.otf_fs_18_bc_10.6.png
6,6,6,Andada-Regular.otf,18,20,./chars/139_Andada-Regular.otf_fs_18_bc_20.6.png
6,6,6,Andada-Regular.otf,18,30,./chars/140_Andada-Regular.otf_fs_18_bc_30.6.png
6,6,6,Andada-Regular.otf,18,135,./chars/141_Andada-Regular.otf_fs_18_bc_135.6.png
6,6,6,Andada-Regular.otf,18,145,./chars/142_Andada-Regular.otf_fs_18_bc_145.6.png
6,6,6,Andada-Regular.otf,18,155,./chars/143_Andada-Regular.otf_fs_18_bc_155.6.png
6,6,6,Andada-Regular.otf,24,215,./chars/144_Andada-Regular.otf_fs_24_bc_215.6.png
6,6,6,Andada-Regular.otf,24,225,./chars/145_Andada-Regular.otf_fs_24_bc_225.6.png
6,6,6,Andada-Regular.otf,24,235,./chars/146_Andada-Regular.otf_fs_24_bc_235.6.png
6,6,6,Andada-Regular.otf,24,245,./chars/147_Andada-Regular.otf_fs_24_bc_245.6.png
6,6,6,Andada-Regular.otf,24,0,./chars/148_Andada-Regular.otf_fs_24_bc_0.6.png
6,6,6,Andada-Regular.otf,24,10,./chars/149_Andada-Regular.otf_fs_24_bc_10.6.png
6,6,6,Andada-Regular.otf,24,20,./chars/150_Andada-Regular.otf_fs_24_bc_20.6.png
6,6,6,Andada-Regular.otf,24,30,./chars/151_Andada-Regular.otf_fs_24_bc_30.6.png
6,6,6,Andada-Regular.otf,24,135,./chars/152_Andada-Regular.otf_fs_24_bc_135.6.png
6,6,6,Andada-Regular.otf,24,145,./chars/153_Andada-Regular.otf_fs_24_bc_145.6.png
6,6,6,Andada-Regular.otf,24,155,./chars/154_Andada-Regular.otf_fs_24_bc_155.6.png
7,7,7,Andada-Regular.otf,18,215,./chars/155_Andada-Regular.otf_fs_18_bc_215.7.png
7,7,7,Andada-Regular.otf,18,225,./chars/156_Andada-Regular.otf_fs_18_bc_225.7.png
7,7,7,Andada-Regular.otf,18,235,./chars/157_Andada-Regular.otf_fs_18_bc_235.7.png
7,7,7,Andada-Regular.otf,18,245,./chars/158_Andada-Regular.otf_fs_18_bc_245.7.png
7,7,7,Andada-Regular.otf,18,0,./chars/159_Andada-Regular.otf_fs_18_bc_0.7.png
7,7,7,Andada-Regular.otf,18,10,./chars/160_Andada-Regular.otf_fs_18_bc_10.7.png
7,7,7,Andada-Regular.otf,18,20,./chars/161_Andada-Regular.otf_fs_18_bc_20.7.png
7,7,7,Andada-Regular.otf,18,30,./chars/162_Andada-Regular.otf_fs_18_bc_30.7.png
7,7,7,Andada-Regular.otf,18,135,./chars/163_Andada-Regular.otf_fs_18_bc_135.7.png
7,7,7,Andada-Regular.otf,18,145,./chars/164_Andada-Regular.otf_fs_18_bc_145.7.png
7,7,7,Andada-Regular.otf,18,155,./chars/165_Andada-Regular.otf_fs_18_bc_155.7.png
7,7,7,Andada-Regular.otf,24,215,./chars/166_Andada-Regular.otf_fs_24_bc_215.7.png
7,7,7,Andada-Regular.otf,24,225,./chars/167_Andada-Regular.otf_fs_24_bc_225.7.png
7,7,7,Andada-Regular.otf,24,235,./chars/168_Andada-Regular.otf_fs_24_bc_235.7.png
7,7,7,Andada-Regular.otf,24,245,./chars/169_Andada-Regular.otf_fs_24_bc_245.7.png
7,7,7,Andada-Regular.otf,24,0,./chars/170_Andada-Regular.otf_fs_24_bc_0.7.png
7,7,7,Andada-Regular.otf,24,10,./chars/171_Andada-Regular.otf_fs_24_bc_10.7.png
7,7,7,Andada-Regular.otf,24,20,./chars/172_Andada-Regular.otf_fs_24_bc_20.7.png
7,7,7,Andada-Regular.otf,24,30,./chars/173_Andada-Regular.otf_fs_24_bc_30.7.png
7,7,7,Andada-Regular.otf,24,135,./chars/174_Andada-Regular.otf_fs_24_bc_135.7.png
7,7,7,Andada-Regular.otf,24,145,./chars/175_Andada-Regular.otf_fs_24_bc_145.7.png
7,7,7,Andada-Regular.otf,24,155,./chars/176_Andada-Regular.otf_fs_24_bc_155.7.png
8,8,8,Andada-Regular.otf,18,215,./chars/177_Andada-Regular.otf_fs_18_bc_215.8.png
8,8,8,Andada-Regular.otf,18,225,./chars/178_Andada-Regular.otf_fs_18_bc_225.8.png
8,8,8,Andada-Regular.otf,18,235,./chars/179_Andada-Regular.otf_fs_18_bc_235.8.png
8,8,8,Andada-Regular.otf,18,245,./chars/180_Andada-Regular.otf_fs_18_bc_245.8.png
8,8,8,Andada-Regular.otf,18,0,./chars/181_Andada-Regular.otf_fs_18_bc_0.8.png
8,8,8,Andada-Regular.otf,18,10,./chars/182_Andada-Regular.otf_fs_18_bc_10.8.png
8,8,8,Andada-Regular.otf,18,20,./chars/183_Andada-Regular.otf_fs_18_bc_20.8.png
8,8,8,Andada-Regular.otf,18,30,./chars/184_Andada-Regular.otf_fs_18_bc_30.8.png
8,8,8,Andada-Regular.otf,18,135,./chars/185_Andada-Regular.otf_fs_18_bc_135.8.png
8,8,8,Andada-Regular.otf,18,145,./chars/186_Andada-Regular.otf_fs_18_bc_145.8.png
8,8,8,Andada-Regular.otf,18,155,./chars/187_Andada-Regular.otf_fs_18_bc_155.8.png
8,8,8,Andada-Regular.otf,24,215,./chars/188_Andada-Regular.otf_fs_24_bc_215.8.png
8,8,8,Andada-Regular.otf,24,225,./chars/189_Andada-Regular.otf_fs_24_bc_225.8.png
8,8,8,Andada-Regular.otf,24,235,./chars/190_Andada-Regular.otf_fs_24_bc_235.8.png
8,8,8,Andada-Regular.otf,24,245,./chars/191_Andada-Regular.otf_fs_24_bc_245.8.png
8,8,8,Andada-Regular.otf,24,0,./chars/192_Andada-Regular.otf_fs_24_bc_0.8.png
8,8,8,Andada-Regular.otf,24,10,./chars/193_Andada-Regular.otf_fs_24_bc_10.8.png
8,8,8,Andada-Regular.otf,24,20,./chars/194_Andada-Regular.otf_fs_24_bc_20.8.png
8,8,8,Andada-Regular.otf,24,30,./chars/195_Andada-Regular.otf_fs_24_bc_30.8.png
8,8,8,Andada-Regular.otf,24,135,./chars/196_Andada-Regular.otf_fs_24_bc_135.8.png
8,8,8,Andada-Regular.otf,24,145,./chars/197_Andada-Regular.otf_fs_24_bc_145.8.png
8,8,8,Andada-Regular.otf,24,155,./chars/198_Andada-Regular.otf_fs_24_bc_155.8.png
9,9,9,Andada-Regular.otf,18,215,./chars/199_Andada-Regular.otf_fs_18_bc_215.9.png
9,9,9,Andada-Regular.otf,18,225,./chars/200_Andada-Regular.otf_fs_18_bc_225.9.png
9,9,9,Andada-Regular.otf,18,235,./chars/201_Andada-Regular.otf_fs_18_bc_235.9.png
9,9,9,Andada-Regular.otf,18,245,./chars/202_Andada-Regular.otf_fs_18_bc_245.9.png
9,9,9,Andada-Regular.otf,18,0,./chars/203_Andada-Regular.otf_fs_18_bc_0.9.png
9,9,9,Andada-Regular.otf,18,10,./chars/204_Andada-Regular.otf_fs_18_bc_10.9.png
9,9,9,Andada-Regular.otf,18,20,./chars/205_Andada-Regular.otf_fs_18_bc_20.9.png
9,9,9,Andada-Regular.otf,18,30,./chars/206_Andada-Regular.otf_fs_18_bc_30.9.png
9,9,9,Andada-Regular.otf,18,135,./chars/207_Andada-Regular.otf_fs_18_bc_135.9.png
9,9,9,Andada-Regular.otf,18,145,./chars/208_Andada-Regular.otf_fs_18_bc_145.9.png
9,9,9,Andada-Regular.otf,18,155,./chars/209_Andada-Regular.otf_fs_18_bc_155.9.png
9,9,9,Andada-Regular.otf,24,215,./chars/210_Andada-Regular.otf_fs_24_bc_215.9.png
9,9,9,Andada-Regular.otf,24,225,./chars/211_Andada-Regular.otf_fs_24_bc_225.9.png
9,9,9,Andada-Regular.otf,24,235,./chars/212_Andada-Regular.otf_fs_24_bc_235.9.png
9,9,9,Andada-Regular.otf,24,245,./chars/213_Andada-Regular.otf_fs_24_bc_245.9.png
9,9,9,Andada-Regular.otf,24,0,./chars/214_Andada-Regular.otf_fs_24_bc_0.9.png
9,9,9,Andada-Regular.otf,24,10,./chars/215_Andada-Regular.otf_fs_24_bc_10.9.png
9,9,9,Andada-Regular.otf,24,20,./chars/216_Andada-Regular.otf_fs_24_bc_20.9.png
9,9,9,Andada-Regular.otf,24,30,./chars/217_Andada-Regular.otf_fs_24_bc_30.9.png
9,9,9,Andada-Regular.otf,24,135,./chars/218_Andada-Regular.otf_fs_24_bc_135.9.png
9,9,9,Andada-Regular.otf,24,145,./chars/219_Andada-Regular.otf_fs_24_bc_145.9.png
9,9,9,Andada-Regular.otf,24,155,./chars/220_Andada-Regular.otf_fs_24_bc_155.9.png
10,a,a,Andada-Regular.otf,18,215,./chars/221_Andada-Regular.otf_fs_18_bc_215.a.png
10,a,a,Andada-Regular.otf,18,225,./chars/222_Andada-Regular.otf_fs_18_bc_225.a.png
10,a,a,Andada-Regular.otf,18,235,./chars/223_Andada-Regular.otf_fs_18_bc_235.a.png
10,a,a,Andada-Regular.otf,18,245,./chars/224_Andada-Regular.otf_fs_18_bc_245.a.png
10,a,a,Andada-Regular.otf,18,0,./chars/225_Andada-Regular.otf_fs_18_bc_0.a.png
10,a,a,Andada-Regular.otf,18,10,./chars/226_Andada-Regular.otf_fs_18_bc_10.a.png
10,a,a,Andada-Regular.otf,18,20,./chars/227_Andada-Regular.otf_fs_18_bc_20.a.png
10,a,a,Andada-Regular.otf,18,30,./chars/228_Andada-Regular.otf_fs_18_bc_30.a.png
10,a,a,Andada-Regular.otf,18,135,./chars/229_Andada-Regular.otf_fs_18_bc_135.a.png
10,a,a,Andada-Regular.otf,18,145,./chars/230_Andada-Regular.otf_fs_18_bc_145.a.png
10,a,a,Andada-Regular.otf,18,155,./chars/231_Andada-Regular.otf_fs_18_bc_155.a.png
10,a,a,Andada-Regular.otf,24,215,./chars/232_Andada-Regular.otf_fs_24_bc_215.a.png
10,a,a,Andada-Regular.otf,24,225,./chars/233_Andada-Regular.otf_fs_24_bc_225.a.png
10,a,a,Andada-Regular.otf,24,235,./chars/234_Andada-Regular.otf_fs_24_bc_235.a.png
10,a,a,Andada-Regular.otf,24,245,./chars/235_Andada-Regular.otf_fs_24_bc_245.a.png
10,a,a,Andada-Regular.otf,24,0,./chars/236_Andada-Regular.otf_fs_24_bc_0.a.png
10,a,a,Andada-Regular.otf,24,10,./chars/237_Andada-Regular.otf_fs_24_bc_10.a.png
10,a,a,Andada-Regular.otf,24,20,./chars/238_Andada-Regular.otf_fs_24_bc_20.a.png
10,a,a,Andada-Regular.otf,24,30,./chars/239_Andada-Regular.otf_fs_24_bc_30.a.png
10,a,a,Andada-Regular.otf,24,135,./chars/240_Andada-Regular.otf_fs_24_bc_135.a.png
10,a,a,Andada-Regular.otf,24,145,./chars/241_Andada-Regular.otf_fs_24_bc_145.a.png
10,a,a,Andada-Regular.otf,24,155,./chars/242_Andada-Regular.otf_fs_24_bc_155.a.png
11,ă,a_up,Andada-Regular.otf,18,215,./chars/243_Andada-Regular.otf_fs_18_bc_215.a_up.png
11,ă,a_up,Andada-Regular.otf,18,225,./chars/244_Andada-Regular.otf_fs_18_bc_225.a_up.png
11,ă,a_up,Andada-Regular.otf,18,235,./chars/245_Andada-Regular.otf_fs_18_bc_235.a_up.png
11,ă,a_up,Andada-Regular.otf,18,245,./chars/246_Andada-Regular.otf_fs_18_bc_245.a_up.png
11,ă,a_up,Andada-Regular.otf,18,0,./chars/247_Andada-Regular.otf_fs_18_bc_0.a_up.png
11,ă,a_up,Andada-Regular.otf,18,10,./chars/248_Andada-Regular.otf_fs_18_bc_10.a_up.png
11,ă,a_up,Andada-Regular.otf,18,20,./chars/249_Andada-Regular.otf_fs_18_bc_20.a_up.png
11,ă,a_up,Andada-Regular.otf,18,30,./chars/250_Andada-Regular.otf_fs_18_bc_30.a_up.png
11,ă,a_up,Andada-Regular.otf,18,135,./chars/251_Andada-Regular.otf_fs_18_bc_135.a_up.png
11,ă,a_up,Andada-Regular.otf,18,145,./chars/252_Andada-Regular.otf_fs_18_bc_145.a_up.png
11,ă,a_up,Andada-Regular.otf,18,155,./chars/253_Andada-Regular.otf_fs_18_bc_155.a_up.png
11,ă,a_up,Andada-Regular.otf,24,215,./chars/254_Andada-Regular.otf_fs_24_bc_215.a_up.png
11,ă,a_up,Andada-Regular.otf,24,225,./chars/255_Andada-Regular.otf_fs_24_bc_225.a_up.png
11,ă,a_up,Andada-Regular.otf,24,235,./chars/256_Andada-Regular.otf_fs_24_bc_235.a_up.png
11,ă,a_up,Andada-Regular.otf,24,245,./chars/257_Andada-Regular.otf_fs_24_bc_245.a_up.png
11,ă,a_up,Andada-Regular.otf,24,0,./chars/258_Andada-Regular.otf_fs_24_bc_0.a_up.png
11,ă,a_up,Andada-Regular.otf,24,10,./chars/259_Andada-Regular.otf_fs_24_bc_10.a_up.png
11,ă,a_up,Andada-Regular.otf,24,20,./chars/260_Andada-Regular.otf_fs_24_bc_20.a_up.png
11,ă,a_up,Andada-Regular.otf,24,30,./chars/261_Andada-Regular.otf_fs_24_bc_30.a_up.png
11,ă,a_up,Andada-Regular.otf,24,135,./chars/262_Andada-Regular.otf_fs_24_bc_135.a_up.png
11,ă,a_up,Andada-Regular.otf,24,145,./chars/263_Andada-Regular.otf_fs_24_bc_145.a_up.png
11,ă,a_up,Andada-Regular.otf,24,155,./chars/264_Andada-Regular.otf_fs_24_bc_155.a_up.png
12,â,a_hat,Andada-Regular.otf,18,215,./chars/265_Andada-Regular.otf_fs_18_bc_215.a_hat.png
