page_number,chars,x0,x1,width,y0,y1,height
1,s,65.35547,68.34527,2.9898000000000025,47.57959,54.179590000000005,6.600000000000001
1,t,68.05421,70.92520999999999,2.870999999999995,47.57959,54.179590000000005,6.600000000000001
1,a,70.59521,74.56841,3.9732000000000056,47.57959,54.179590000000005,6.600000000000001
1, ,74.37040999999999,76.08640999999999,1.715999999999994,47.57959,54.179590000000005,6.600000000000001
1,e,75.88841,79.57781,3.6894000000000062,47.57959,54.179590000000005,6.600000000000001
1,s,79.37981,82.36961000000001,2.9898000000000025,47.57959,54.179590000000005,6.600000000000001
1,t,82.07921,84.95021,2.870999999999995,47.57959,54.179590000000005,6.600000000000001
1,e,84.62021,88.30961,3.6894000000000062,47.57959,54.179590000000005,6.600000000000001
1, ,88.11161,89.82760999999999,1.715999999999994,47.57959,54.179590000000005,6.600000000000001
1,v,89.62961,93.20021,3.570599999999999,47.57959,54.179590000000005,6.600000000000001
1,a,92.83721,96.81041,3.9732000000000056,47.57959,54.179590000000005,6.600000000000001
1,l,96.61241,98.30861,1.6962000000000046,47.57959,54.179590000000005,6.600000000000001
1,a,98.11061000000001,102.08381000000001,3.9732000000000056,47.57959,54.179590000000005,6.600000000000001
1,b,101.88581,105.85241,3.9665999999999997,47.57959,54.179590000000005,6.600000000000001
1,i,105.65441,107.34401,1.6895999999999987,47.57959,54.179590000000005,6.600000000000001
1,l,107.14601,108.84221000000001,1.6962000000000046,47.57959,54.179590000000005,6.600000000000001
1,ă,108.64421,112.61741,3.9732000000000056,47.57959,54.179590000000005,6.600000000000001
1, ,112.41941,114.13541,1.715999999999994,47.57959,54.179590000000005,6.600000000000001
1,î,113.93741,115.62701,1.6895999999999987,47.57959,54.179590000000005,6.600000000000001
1,n,115.42901,119.25041,3.821399999999997,47.57959,54.179590000000005,6.600000000000001
1, ,119.05241000000001,120.76841,1.715999999999994,47.57959,54.179590000000005,6.600000000000001
1,p,120.57041,124.53701,3.9665999999999997,47.57959,54.179590000000005,6.600000000000001
1,e,124.33901,128.02841,3.6894000000000062,47.57959,54.179590000000005,6.600000000000001
1,r,127.83041,130.54961,2.7192000000000007,47.57959,54.179590000000005,6.600000000000001
1,i,130.35161,132.04121,1.6896000000000129,47.57959,54.179590000000005,6.600000000000001
1,o,131.84321,135.76361,3.9204000000000008,47.57959,54.179590000000005,6.600000000000001
1,a,135.56561,139.53880999999998,3.9731999999999914,47.57959,54.179590000000005,6.600000000000001
1,d,139.34081,143.34041,3.9995999999999867,47.57959,54.179590000000005,6.600000000000001
1,a,143.14241,147.11561,3.9731999999999914,47.57959,54.179590000000005,6.600000000000001
1,:,146.91761,148.48841,1.5707999999999913,47.57959,54.179590000000005,6.600000000000001
1, ,148.29041,150.00641000000002,1.7160000000000082,47.57959,54.179590000000005,6.600000000000001
1,2,149.80841,153.66941,3.86099999999999,47.57959,54.179590000000005,6.600000000000001
1,1,153.47141,156.32261,2.8512000000000057,47.57959,54.179590000000005,6.600000000000001
1,.,156.12461,157.69540999999998,1.5707999999999913,47.57959,54.179590000000005,6.600000000000001
1,1,157.49741,160.34861,2.8512000000000057,47.57959,54.179590000000005,6.600000000000001
1,0,160.15061,164.06441,3.913800000000009,47.57959,54.179590000000005,6.600000000000001
1,-,163.86641,166.39421000000002,2.5278000000000134,47.57959,54.179590000000005,6.600000000000001
1,2,166.19621,170.05721,3.86099999999999,47.57959,54.179590000000005,6.600000000000001
1,7,169.69421,173.48261,3.7883999999999958,47.57959,54.179590000000005,6.600000000000001
1,.,173.28461000000001,174.85541,1.5707999999999913,47.57959,54.179590000000005,6.600000000000001
1,1,174.65741,177.50861,2.8512000000000057,47.57959,54.179590000000005,6.600000000000001
1,0,177.31061,181.22441,3.913800000000009,47.57959,54.179590000000005,6.600000000000001
1,.,181.02641,182.59721,1.5707999999999913,47.57959,54.179590000000005,6.600000000000001
1,2,182.39921,186.26021,3.86099999999999,47.57959,54.179590000000005,6.600000000000001
1,0,186.02921,189.94301000000002,3.913800000000009,47.57959,54.179590000000005,6.600000000000001
1,2,189.61301,193.47401,3.86099999999999,47.57959,54.179590000000005,6.600000000000001
1,0,193.24301,197.15681,3.913800000000009,47.57959,54.179590000000005,6.600000000000001
1,",",196.95881,198.52961,1.5707999999999913,47.57959,54.179590000000005,6.600000000000001
1, ,198.33161,200.04761000000002,1.7160000000000082,47.57959,54.179590000000005,6.600000000000001
1,c,199.84961,203.10341000000003,3.2538000000000125,47.57959,54.179590000000005,6.600000000000001
1,u,202.90541,206.72681,3.8214000000000112,47.57959,54.179590000000005,6.600000000000001
1, ,206.52881,208.24481,1.7160000000000082,47.57959,54.179590000000005,6.600000000000001
1,e,208.04681,211.73621,3.6894000000000062,47.57959,54.179590000000005,6.600000000000001
1,x,211.27421,214.73921,3.4650000000000034,47.57959,54.179590000000005,6.600000000000001
1,c,214.21121,217.46501,3.2538000000000125,47.57959,54.179590000000005,6.600000000000001
1,e,217.10201,220.79141,3.6894000000000062,47.57959,54.179590000000005,6.600000000000001
1,p,220.59341,224.56001,3.9665999999999997,47.57959,54.179590000000005,6.600000000000001
1,ț,224.20361,227.07461,2.8710000000000093,47.57959,54.179590000000005,6.600000000000001
1,i,226.87661,228.56621,1.6896000000000129,47.57959,54.179590000000005,6.600000000000001
1,a,228.36821,232.34141,3.9731999999999914,47.57959,54.179590000000005,6.600000000000001
1, ,232.14341,233.85941,1.7160000000000082,47.57959,54.179590000000005,6.600000000000001
1,o,233.66141,237.58181,3.9204000000000008,47.57959,54.179590000000005,6.600000000000001
1,f,237.22541,240.10961,2.8841999999999928,47.57959,54.179590000000005,6.600000000000001
1,e,239.66081,243.35021,3.6894000000000062,47.57959,54.179590000000005,6.600000000000001
1,r,243.15221,245.87141,2.7192000000000007,47.57959,54.179590000000005,6.600000000000001
1,t,245.67341,248.54441,2.8710000000000093,47.57959,54.179590000000005,6.600000000000001
1,e,248.21507,251.90447,3.6894000000000062,47.57959,54.179590000000005,6.600000000000001
1,l,251.70647,253.40267,1.6962000000000046,47.57959,54.179590000000005,6.600000000000001
1,o,253.20467,257.12507,3.9204000000000008,47.57959,54.179590000000005,6.600000000000001
1,r,256.92707,259.64627,2.7192000000000007,47.57959,54.179590000000005,6.600000000000001
1, ,259.44827,261.16427,1.7160000000000082,47.57959,54.179590000000005,6.600000000000001
1,i,260.96627,262.65587,1.6895999999999844,47.57959,54.179590000000005,6.600000000000001
1,n,262.45787,266.27927,3.821399999999983,47.57959,54.179590000000005,6.600000000000001
1,d,266.04827,270.04787,3.9995999999999867,47.57959,54.179590000000005,6.600000000000001
1,i,269.84987,271.53947,1.6895999999999844,47.57959,54.179590000000005,6.600000000000001
1,c,271.34146,274.59526,3.2538000000000125,47.57959,54.179590000000005,6.600000000000001
1,a,274.23226,278.20546,3.97320000000002,47.57959,54.179590000000005,6.600000000000001
1,t,278.00746,280.87845999999996,2.870999999999981,47.57959,54.179590000000005,6.600000000000001
1,e,280.54846,284.23785999999996,3.689399999999978,47.57959,54.179590000000005,6.600000000000001
1, ,284.03986,285.75586,1.7160000000000082,47.57959,54.179590000000005,6.600000000000001
1,p,285.55786,289.52446,3.9665999999999713,47.57959,54.179590000000005,6.600000000000001
1,r,289.32646,292.04566,2.7192000000000007,47.57959,54.179590000000005,6.600000000000001
1,i,291.84766,293.53726,1.6895999999999844,47.57959,54.179590000000005,6.600000000000001
1,n,293.33926,297.16066,3.821399999999983,47.57959,54.179590000000005,6.600000000000001
1, ,296.96266,298.67866000000004,1.7160000000000082,47.57959,54.179590000000005,6.600000000000001
1,„,298.48066,301.21966,2.738999999999976,47.57959,54.179590000000005,6.600000000000001
1,L,301.04805,304.84305,3.795000000000016,47.57959,54.179590000000005,6.600000000000001
1,U,304.42725,309.14625,4.718999999999994,47.57959,54.179590000000005,6.600000000000001
1,N,309.01425,313.88505,4.870799999999974,47.57959,54.179590000000005,6.600000000000001
1,I,313.75305000000003,315.77265000000006,2.0196000000000254,47.57959,54.179590000000005,6.600000000000001
1, ,315.60765,317.32365,1.7160000000000082,47.57959,54.179590000000005,6.600000000000001
1,Ș,317.15865,321.08565000000004,3.927000000000021,47.57959,54.179590000000005,6.600000000000001
1,I,320.95365,322.97325,2.0196000000000254,47.57959,54.179590000000005,6.600000000000001
1, ,322.80825,324.52425,1.7160000000000082,47.57959,54.179590000000005,6.600000000000001
1,M,324.35925,330.14745,5.7882000000000176,47.57959,54.179590000000005,6.600000000000001
1,A,330.01545,334.93244999999996,4.916999999999973,47.57959,54.179590000000005,6.600000000000001
1,R,334.80045,339.13665000000003,4.336200000000019,47.57959,54.179590000000005,6.600000000000001
1,Ț,338.80599,343.06959,4.263599999999997,47.57959,54.179590000000005,6.600000000000001
1,I,342.93759,344.95719,2.0196000000000254,47.57959,54.179590000000005,6.600000000000001
1,",",344.79285,346.36365,1.5708000000000197,47.57959,54.179590000000005,6.600000000000001
1, ,346.16565,347.88165000000004,1.7160000000000082,47.57959,54.179590000000005,6.600000000000001
1,1,347.68365,350.53485,2.8512000000000057,47.57959,54.179590000000005,6.600000000000001
1,9,350.33685,354.27045000000004,3.9336000000000126,47.57959,54.179590000000005,6.600000000000001
1,-,354.07245,356.60025,2.5278000000000134,47.57959,54.179590000000005,6.600000000000001
1,2,356.40225,360.26324999999997,3.86099999999999,47.57959,54.179590000000005,6.600000000000001
1,0,360.03159,363.94539,3.9137999999999806,47.57959,54.179590000000005,6.600000000000001
1, ,363.74739,365.46339,1.7160000000000082,47.57959,54.179590000000005,6.600000000000001
1,o,365.26539,369.18579,3.9203999999999724,47.57959,54.179590000000005,6.600000000000001
1,c,368.98779,372.24159000000003,3.2538000000000125,47.57959,54.179590000000005,6.600000000000001
1,t,372.01059,374.88158999999996,2.870999999999981,47.57959,54.179590000000005,6.600000000000001
1,o,374.55159,378.47198999999995,3.9203999999999724,47.57959,54.179590000000005,6.600000000000001
1,m,378.27399,384.01599000000004,5.742000000000019,47.57959,54.179590000000005,6.600000000000001
1,b,383.81799,387.78459,3.9665999999999713,47.57959,54.179590000000005,6.600000000000001
1,r,387.58659,390.30579,2.7192000000000007,47.57959,54.179590000000005,6.600000000000001
1,i,390.10779,391.79739,1.6895999999999844,47.57959,54.179590000000005,6.600000000000001
1,e,391.59939,395.28879,3.689399999999978,47.57959,54.179590000000005,6.600000000000001
1,‘,395.09079,396.69459,1.6037999999999784,47.57959,54.179590000000005,6.600000000000001
1,‘,396.49659,398.10039,1.6037999999999784,47.57959,54.179590000000005,6.600000000000001
1, ,397.90239,399.61839000000003,1.7160000000000082,47.57959,54.179590000000005,6.600000000000001
1, ,399.42039,401.13639,1.7160000000000082,47.57959,54.179590000000005,6.600000000000001
1,ș,400.93839,403.92819000000003,2.9898000000000025,47.57959,54.179590000000005,6.600000000000001
1,i,403.73019,405.41979,1.6895999999999844,47.57959,54.179590000000005,6.600000000000001
1, ,405.22179,406.93779,1.7160000000000082,47.57959,54.179590000000005,6.600000000000001
1,„,406.73979,409.47879,2.738999999999976,47.57959,54.179590000000005,6.600000000000001
1,D,409.28079,414.13179,4.850999999999999,47.57959,54.179590000000005,6.600000000000001
1,e,413.90079000000003,417.59019,3.689399999999978,47.57959,54.179590000000005,6.600000000000001
1, ,417.39219,419.10819000000004,1.7160000000000082,47.57959,54.179590000000005,6.600000000000001
1,l,418.91019,420.60639,1.6961999999999762,47.57959,54.179590000000005,6.600000000000001
1,u,420.40839,424.22979,3.821399999999983,47.57959,54.179590000000005,6.600000000000001
1,n,424.03179,427.85319,3.821399999999983,47.57959,54.179590000000005,6.600000000000001
1,i,427.65519,429.34479,1.6895999999999844,47.57959,54.179590000000005,6.600000000000001
1,",",429.14679,430.71759000000003,1.5708000000000197,47.57959,54.179590000000005,6.600000000000001
1, ,430.51959,432.23559,1.7160000000000082,47.57959,54.179590000000005,6.600000000000001
1,2,432.03759,435.89859,3.86099999999999,47.57959,54.179590000000005,6.600000000000001
1,6,435.56925,439.50285,3.9336000000000126,47.57959,54.179590000000005,6.600000000000001
1,.,439.30485,440.87565,1.5708000000000197,47.57959,54.179590000000005,6.600000000000001
1,1,440.67765,443.52885000000003,2.8512000000000057,47.57959,54.179590000000005,6.600000000000001
1,0,443.33085,447.24465,3.9137999999999806,47.57959,54.179590000000005,6.600000000000001
1, ,447.04665,448.76265,1.7160000000000082,47.57959,54.179590000000005,6.600000000000001
1,p,448.56465000000003,452.53125,3.9665999999999713,47.57959,54.179590000000005,6.600000000000001
1,â,452.33325,456.30645000000004,3.97320000000002,47.57959,54.179590000000005,6.600000000000001
1,n,456.10845,459.92985,3.821399999999983,47.57959,54.179590000000005,6.600000000000001
1,ă,459.69885,463.67205,3.97320000000002,47.57959,54.179590000000005,6.600000000000001
1, ,463.47405,465.19005,1.7160000000000082,47.57959,54.179590000000005,6.600000000000001
1,d,464.99205,468.99165,3.9995999999999867,47.57959,54.179590000000005,6.600000000000001
1,u,468.79365,472.61505,3.821399999999983,47.57959,54.179590000000005,6.600000000000001
1,m,472.41705,478.15905000000004,5.742000000000019,47.57959,54.179590000000005,6.600000000000001
1,i,477.96105,479.65065,1.6895999999999844,47.57959,54.179590000000005,6.600000000000001
1,n,479.45265,483.27405,3.821399999999983,47.57959,54.179590000000005,6.600000000000001
1,i,483.07605,484.76565,1.6895999999999844,47.57959,54.179590000000005,6.600000000000001
1,c,484.56765,487.82145,3.2538000000000125,47.57959,54.179590000000005,6.600000000000001
1,ă,487.45845,491.43165000000005,3.97320000000002,47.57959,54.179590000000005,6.600000000000001
1,",",491.23365,492.80445000000003,1.5708000000000197,47.57959,54.179590000000005,6.600000000000001
1, ,492.60645,494.32245,1.7160000000000082,47.57959,54.179590000000005,6.600000000000001
1, ,494.12445,495.84045000000003,1.7160000000000082,47.57959,54.179590000000005,6.600000000000001
1,0,495.64245,499.55625,3.9137999999999806,47.57959,54.179590000000005,6.600000000000001
1,1,499.32525,502.17645,2.8512000000000057,47.57959,54.179590000000005,6.600000000000001
1,.,501.97845,503.54925000000003,1.5708000000000197,47.57959,54.179590000000005,6.600000000000001
1,1,503.35125,506.20245,2.8512000000000057,47.57959,54.179590000000005,6.600000000000001
1,1,506.00445,508.85565,2.8512000000000057,47.57959,54.179590000000005,6.600000000000001
1,.,508.65765,510.22845,1.5708000000000197,47.57959,54.179590000000005,6.600000000000001
1,2,510.03045000000003,513.8914500000001,3.861000000000047,47.57959,54.179590000000005,6.600000000000001
1,0,513.66045,517.57425,3.9138000000000375,47.57959,54.179590000000005,6.600000000000001
1,2,517.24425,521.10525,3.86099999999999,47.57959,54.179590000000005,6.600000000000001
1,0,520.87425,524.78805,3.9138000000000375,47.57959,54.179590000000005,6.600000000000001
1,‘,524.59005,526.19385,1.6037999999999784,47.57959,54.179590000000005,6.600000000000001
1,‘,525.99585,527.59965,1.6037999999999784,47.57959,54.179590000000005,6.600000000000001
1,.,527.40165,528.97245,1.570799999999963,47.57959,54.179590000000005,6.600000000000001
1, ,528.97245,530.68845,1.7160000000000082,47.57959,54.179590000000005,6.600000000000001
1, ,530.29247,532.00847,1.7160000000000082,47.57959,54.179590000000005,6.600000000000001
1,A,14.17327,19.234270000000002,5.061000000000002,39.57959,46.57959,7.0
1,r,19.02427,21.47427,2.4499999999999993,39.57959,46.57959,7.0
1,t,21.26427,24.06427,2.8000000000000007,39.57959,46.57959,7.0
1,i,23.85427,25.33827,1.4840000000000018,39.57959,46.57959,7.0
1,c,25.12827,28.551270000000002,3.423000000000002,39.57959,46.57959,7.0
1,o,28.194270000000003,32.26127,4.067,39.57959,46.57959,7.0
1,l,32.05127,33.535270000000004,1.4840000000000018,39.57959,46.57959,7.0
1,e,33.32527,37.224270000000004,3.899000000000001,39.57959,46.57959,7.0
1,l,37.01427,38.498270000000005,1.4840000000000018,39.57959,46.57959,7.0
1,e,38.28827,42.18727,3.899000000000001,39.57959,46.57959,7.0
1, ,41.97727,43.79727,1.8200000000000003,39.57959,46.57959,7.0
1,s,43.587270000000004,46.50627,2.918999999999997,39.57959,46.57959,7.0
1,e,46.22627,50.12527,3.899000000000001,39.57959,46.57959,7.0
1, ,49.91527,51.73527,1.8200000000000003,39.57959,46.57959,7.0
1,g,51.52527,55.51527,3.990000000000002,39.57959,46.57959,7.0
1,ă,55.30527,59.34427,4.0390000000000015,39.57959,46.57959,7.0
1,s,59.13427,62.05327,2.918999999999997,39.57959,46.57959,7.0
1,e,61.773270000000004,65.67227,3.898999999999994,39.57959,46.57959,7.0
1,s,65.46227,68.38127,2.918999999999997,39.57959,46.57959,7.0
1,c,68.10127,71.52427,3.423000000000002,39.57959,46.57959,7.0
1, ,71.31427,73.13426999999999,1.8199999999999932,39.57959,46.57959,7.0
1,î,72.92426999999999,74.40826999999999,1.4839999999999947,39.57959,46.57959,7.0
1,n,74.19827,78.06926999999999,3.870999999999995,39.57959,46.57959,7.0
1, ,77.85927,79.67926999999999,1.8199999999999932,39.57959,46.57959,7.0
1,l,79.46927000000001,80.95327,1.4839999999999947,39.57959,46.57959,7.0
1,i,80.74327,82.22726999999999,1.4839999999999947,39.57959,46.57959,7.0
1,m,82.01727,87.94627,5.929000000000002,39.57959,46.57959,7.0
1,i,87.73627,89.22027,1.4839999999999947,39.57959,46.57959,7.0
1,t,89.01027,91.81027,2.799999999999997,39.57959,46.57959,7.0
1,a,91.46027000000001,95.49927000000001,4.0390000000000015,39.57959,46.57959,7.0
1, ,95.28927,97.10927,1.8199999999999932,39.57959,46.57959,7.0
1,s,96.89927,99.81827,2.918999999999997,39.57959,46.57959,7.0
1,t,99.47527000000001,102.27527,2.799999999999997,39.57959,46.57959,7.0
1,o,101.92527,105.99226999999999,4.066999999999993,39.57959,46.57959,7.0
1,c,105.78227,109.20527,3.423000000000002,39.57959,46.57959,7.0
1,u,108.99527,112.87327,3.878,39.57959,46.57959,7.0
1,l,112.66327,114.14726999999999,1.4839999999999947,39.57959,46.57959,7.0
1,u,113.93727,117.81527,3.878,39.57959,46.57959,7.0
1,i,117.60527,119.08927,1.4839999999999947,39.57959,46.57959,7.0
1, ,118.87927,120.69927,1.8199999999999932,39.57959,46.57959,7.0
1,d,120.48927,124.59827,4.108999999999995,39.57959,46.57959,7.0
1,i,124.38827,125.87227,1.4839999999999947,39.57959,46.57959,7.0
1,s,125.66227,128.58127000000002,2.919000000000011,39.57959,46.57959,7.0
1,p,128.37126999999998,132.41026999999997,4.038999999999987,39.57959,46.57959,7.0
1,o,132.20027,136.26727,4.067000000000007,39.57959,46.57959,7.0
1,n,136.05727,139.92827,3.8710000000000093,39.57959,46.57959,7.0
1,i,139.71827,141.20227,1.4840000000000089,39.57959,46.57959,7.0
1,b,140.99227,145.03126999999998,4.038999999999987,39.57959,46.57959,7.0
1,i,144.82127,146.30527,1.4840000000000089,39.57959,46.57959,7.0
1,l,146.09527,147.57927,1.4840000000000089,39.57959,46.57959,7.0
1,.,147.36927,148.76227,1.3930000000000007,39.57959,46.57959,7.0
1, ,148.55227,150.37227,1.8199999999999932,39.57959,46.57959,7.0
1,V,150.16227,155.08327,4.920999999999992,39.57959,46.57959,7.0
1,i,154.73327,156.21727,1.4840000000000089,39.57959,46.57959,7.0
1,n,156.00727,159.87827000000001,3.8710000000000093,39.57959,46.57959,7.0
1,d,159.66127,163.77027,4.109000000000009,39.57959,46.57959,7.0
1,e,163.56027,167.45927,3.899000000000001,39.57959,46.57959,7.0
1,m,167.24927,173.17827,5.929000000000002,39.57959,46.57959,7.0
1, ,172.96827,174.78826999999998,1.8199999999999932,39.57959,46.57959,7.0
1,î,174.57827,176.06227,1.4840000000000089,39.57959,46.57959,7.0
1,n,175.85227,179.72327,3.8710000000000093,39.57959,46.57959,7.0
1, ,179.51327,181.33327,1.8199999999999932,39.57959,46.57959,7.0
1,c,181.12327,184.54627,3.423000000000002,39.57959,46.57959,7.0
1,a,184.18927,188.22826999999998,4.038999999999987,39.57959,46.57959,7.0
1,n,188.01827,191.88927,3.8710000000000093,39.57959,46.57959,7.0
1,t,191.48327,194.28327000000002,2.8000000000000114,39.57959,46.57959,7.0
1,i,194.07327,195.55727000000002,1.4840000000000089,39.57959,46.57959,7.0
1,t,195.34727,198.14727000000002,2.8000000000000114,39.57959,46.57959,7.0
1,ă,197.79727,201.83626999999998,4.038999999999987,39.57959,46.57959,7.0
1,ț,201.62627,204.42627000000002,2.8000000000000114,39.57959,46.57959,7.0
1,i,204.21627,205.70027000000002,1.4840000000000089,39.57959,46.57959,7.0
1, ,205.49027,207.31027,1.8199999999999932,39.57959,46.57959,7.0
1,d,207.10027,211.20927,4.109000000000009,39.57959,46.57959,7.0
1,e,210.99927,214.89827,3.899000000000001,39.57959,46.57959,7.0
1,s,214.68827,217.60727,2.919000000000011,39.57959,46.57959,7.0
1,t,217.26427,220.06427000000002,2.8000000000000114,39.57959,46.57959,7.0
1,i,219.85427,221.33827000000002,1.4840000000000089,39.57959,46.57959,7.0
1,n,221.12827000000001,224.99927000000002,3.8710000000000093,39.57959,46.57959,7.0
1,a,224.78227,228.82127,4.038999999999987,39.57959,46.57959,7.0
1,t,228.61127,231.41127,2.8000000000000114,39.57959,46.57959,7.0
1,e,231.06127,234.96027,3.899000000000001,39.57959,46.57959,7.0
1, ,234.75027,236.57027,1.8199999999999932,39.57959,46.57959,7.0
1,e,236.36027,240.25927000000001,3.899000000000001,39.57959,46.57959,7.0
1,x,239.76927,243.10127,3.3319999999999936,39.57959,46.57959,7.0
1,c,242.54127,245.96427,3.423000000000002,39.57959,46.57959,7.0
1,l,245.75427,247.23827,1.4840000000000089,39.57959,46.57959,7.0
1,u,247.02827,250.90627,3.8780000000000143,39.57959,46.57959,7.0
1,s,250.69627,253.61527,2.919000000000011,39.57959,46.57959,7.0
1,i,253.40527,254.88927,1.4840000000000089,39.57959,46.57959,7.0
1,v,254.67927,258.21427,3.5349999999999966,39.57959,46.57959,7.0
1, ,258.00426999999996,259.82426999999996,1.8199999999999932,39.57959,46.57959,7.0
1,c,259.61427,263.03727,3.423000000000002,39.57959,46.57959,7.0
1,o,262.68027,266.74727,4.067000000000007,39.57959,46.57959,7.0
1,n,266.53727,270.40826999999996,3.870999999999981,39.57959,46.57959,7.0
1,s,270.19827,273.11726999999996,2.9189999999999827,39.57959,46.57959,7.0
1,u,272.84427,276.72227,3.877999999999986,39.57959,46.57959,7.0
1,m,276.51227,282.44127,5.928999999999974,39.57959,46.57959,7.0
1,u,282.23127,286.10927,3.877999999999986,39.57959,46.57959,7.0
1,l,285.89927,287.38327,1.4839999999999804,39.57959,46.57959,7.0
1,u,287.17327,291.05127,3.877999999999986,39.57959,46.57959,7.0
1,i,290.84127,292.32527,1.4839999999999804,39.57959,46.57959,7.0
1, ,292.11527,293.93527,1.8199999999999932,39.57959,46.57959,7.0
1,p,293.72527,297.76427,4.038999999999987,39.57959,46.57959,7.0
1,e,297.55427,301.45327,3.899000000000001,39.57959,46.57959,7.0
1,r,301.24327,303.69327,2.4499999999999886,39.57959,46.57959,7.0
1,s,303.28027000000003,306.19927,2.9189999999999827,39.57959,46.57959,7.0
1,o,305.91927,309.98627,4.067000000000007,39.57959,46.57959,7.0
1,n,309.77627,313.64727,3.870999999999981,39.57959,46.57959,7.0
1,a,313.43027,317.46927,4.038999999999987,39.57959,46.57959,7.0
1,l,317.25927,318.74327,1.4839999999999804,39.57959,46.57959,7.0
1,.,318.53327,319.92627,1.3929999999999723,39.57959,46.57959,7.0
1, ,319.71627,321.53627,1.8199999999999932,39.57959,46.57959,7.0
1,T,321.32627,325.63827000000003,4.312000000000012,39.57959,46.57959,7.0
1,o,324.58127,328.64827,4.067000000000007,39.57959,46.57959,7.0
1,a,328.43827,332.47727,4.038999999999987,39.57959,46.57959,7.0
1,t,332.26727,335.06727,2.8000000000000114,39.57959,46.57959,7.0
1,e,334.71727,338.61627,3.899000000000001,39.57959,46.57959,7.0
1, ,338.40627,340.22627,1.8199999999999932,39.57959,46.57959,7.0
1,i,340.01627,341.50027,1.4839999999999804,39.57959,46.57959,7.0
1,m,341.29027,347.21927,5.928999999999974,39.57959,46.57959,7.0
1,a,347.00227,351.04127,4.038999999999987,39.57959,46.57959,7.0
1,g,350.83127,354.82127,3.990000000000009,39.57959,46.57959,7.0
1,i,354.61127,356.09526999999997,1.4839999999999804,39.57959,46.57959,7.0
1,n,355.88527,359.75627,3.870999999999981,39.57959,46.57959,7.0
1,i,359.54627,361.03027,1.4839999999999804,39.57959,46.57959,7.0
1,l,360.82027,362.30427,1.4839999999999804,39.57959,46.57959,7.0
1,e,362.09427,365.99327,3.899000000000001,39.57959,46.57959,7.0
1, ,365.78327,367.60327,1.8199999999999932,39.57959,46.57959,7.0
1,s,367.39327000000003,370.31227,2.9189999999999827,39.57959,46.57959,7.0
1,u,370.03997,373.91796999999997,3.877999999999986,39.57959,46.57959,7.0
1,n,373.70797,377.57896999999997,3.870999999999981,39.57959,46.57959,7.0
1,t,377.17297,379.97297000000003,2.8000000000000114,39.57959,46.57959,7.0
1, ,379.76297,381.58297,1.8199999999999932,39.57959,46.57959,7.0
1,c,381.37297,384.79597,3.423000000000002,39.57959,46.57959,7.0
1,u,384.58597,388.46396999999996,3.877999999999986,39.57959,46.57959,7.0
1, ,388.25397,390.07397,1.8199999999999932,39.57959,46.57959,7.0
1,t,389.86397,392.66397,2.8000000000000114,39.57959,46.57959,7.0
1,i,392.45397,393.93797,1.4839999999999804,39.57959,46.57959,7.0
1,t,393.72797,396.52797000000004,2.8000000000000114,39.57959,46.57959,7.0
1,l,396.31797,397.80197,1.4839999999999804,39.57959,46.57959,7.0
1,u,397.59197,401.46997,3.877999999999986,39.57959,46.57959,7.0
